This user is invisible,GGGGG,هذا المستخدم غير مرئي الآن,NNNNNNNN
Reminder,GGGGG,اشعار,NNNNNNNN
Please enter your age,GGGGG,أكتب عمرك,NNNNNNNN
Please select the age,GGGGG,الرجاء تحديد العمر,NNNNNNNN
Enter your email,GGGGG,الرجاء إدخال عنوان البريد الإلكتروني الخاص بك,NNNNNNNN
Please enter your nickname,GGGGG,أكتب اسمك المستعار,NNNNNNNN
Your Email,GGGGG,بريدك الإلكتروني,NNNNNNNN
Enter your password,GGGGG,اكتب كلمة السر,NNNNNNNN
Your Password,GGGGG,كلمة السر,NNNNNNNN
Password,GGGGG,كلمة السر,NNNNNNNN
Upload an avatar you like,GGGGG,حمل الصورة الرمزية التي تعجبك,NNNNNNNN
Your Avatar,GGGGG,صورتك الرمزية,NNNNNNNN
Avatar,GGGGG,صورة رمزية,NNNNNNNN
Nickname cannot be empty,GGGGG,لا يُسمح اسم فارغ,NNNNNNNN
Please enter your age,GGGGG,لم تكتب عمرك,NNNNNNNN
The age range is from 18 to 99,GGGGG,نطاق العمر هو من 18 إلى 99 سنة,NNNNNNNN
The recording time is too short,GGGGG,وقت التسجيل قصير جداً,NNNNNNNN
Content cannot be empty,GGGGG,لا يُسمح رسالة فارغة,NNNNNNNN
cover,GGGGG,غلاف,NNNNNNNN
Please select a cover,GGGGG,اختر صورة الغلاف,NNNNNNNN
Please enter a title,GGGGG,لا يُسمح عنوان فارغ,NNNNNNNN
Please upload a photo,GGGGG,لا تُسمح صورة فارغة,NNNNNNNN
Please upload an avatar,GGGGG,,NNNNNNNN
Password should be 6-12 characters,GGGGG,الرجاء وضع كلمة السر بين 6 و 12 حرفا,NNNNNNNN
Nickname,GGGGG,لقب لقب,NNNNNNNN
Please enter the correct nickname,GGGGG,الاسم المستعار غير صحيح,NNNNNNNN
The nickname is already taken,GGGGG,الاسم المستعار مستعمل من قبل,NNNNNNNN
Login failed,GGGGG,فشل في تسجيل الدخول,NNNNNNNN
Loading failed ,GGGGG,فشل تحميل الصورة,NNNNNNNN
"Account already exists, please log in.",GGGGG,الحساب مرتبط ببريد،يمكنك تسجيل الدخول.,NNNNNNNN
Wrong password,GGGGG,كلمة السر خاطئة,NNNNNNNN
Please enter your password,GGGGG,ادخل كلمة مرورك ,NNNNNNNN
You are watching live now. Please close it and try again.,GGGGG,انت حاليا في غرفة البث.الرجاء خروج منها ومحاولة مرة أخرى,NNNNNNNN
Leave,GGGGG,خروج,NNNNNNNN
Already have an account?,GGGGG, لديك حساب؟,NNNNNNNN
"The photo does not meet our standards, please try another one. ",GGGGG,الصورة التي حمّلتها لا تفي بمعاييرنا ، يرجى تعغيرها.,NNNNNNNN
Uploading photo...please try later,GGGGG,تحميل الصورة جاري الآن،يرجى محاولة لاحقا,NNNNNNNN
Uploading,GGGGG,التحميل جاري,NNNNNNNN
loading,GGGGG,جاري التحميل,NNNNNNNN
You can't log in user account with host information,GGGGG,لا يمكن تسجيل الدخول بحساب المضيفة في تطبيق المستخدم,NNNNNNNN
Important update,GGGGG,تحديث هام,NNNNNNNN
96% users have updated to enjoy,GGGGG,قام 96 بالمائة من الداعمين بتحديث لاستمتاع أكثر,NNNNNNNN
Update Required,GGGGG,تحديث إلزامي,NNNNNNNN
Update,GGGGG,تحديث,NNNNNNNN
Version,GGGGG,اصدار,NNNNNNNN
"To continue using the app, please update to the latest version.",GGGGG,تحديث الاصدار الجديد مطلوب.,NNNNNNNN
Server Maintenance,GGGGG,صيانة السيرفر,NNNNNNNN
System is under maintenance,GGGGG,النظام تحت الصيانة,NNNNNNNN
"The server is under maintenance, please try again later.",GGGGG, صيانة السيرفر جارية الآن، الرجاء المحاولة مرة أخرى لاحقًا,NNNNNNNN
Please allow the access of your microphone in the 'Settings - Privacy - Microphone' option,GGGGG,يُرجى السماح بالوصول إلى الميكروفون الخاص بك في خيار’ الإعدادات - الخصوصية - ميكروفون ‘,NNNNNNNN
Please allow the access of your camera in the 'Settings - Privacy - Camera' option,GGGGG,الرجاء السماح بالوصول إلى الكاميرا الخاصة بك في خيار’ الإعدادات - الخصوصية - الكاميرات ‘,NNNNNNNN
Please allow the access of your photos in the 'Settings - Privacy - Photos' option,GGGGG,يُرجى السماح بالوصول إلى ألبوم الصور الخاص بك في الخيار’ إعدادات - الخصوصية - ألبوم الصور ‘,NNNNNNNN
%@ needs to access camera to upload a avatar or post photo message（首次）,GGGGG,%@ يحتاج الى الوصول الى الكاميرا لتحميل صورتك او ارسال رسالة بصورة..,NNNNNNNN
%@ needs access your microphone to send voice message（首次）,GGGGG,%@ يحتاج الى الوصول الى ميكروفون لارسال رسالة صوتية.,NNNNNNNN
%@ needs to access photo album to upload a avator or post photo message（首次）,GGGGG,%@ يحتاج الى الوصول الى البوم لتحميل صورتك او نشر رسالة  بصورة.,NNNNNNNN
"%@ needs IDFA authorization in order to provide better and safer personalized services. We will not use it for other purposes.You can turn it off from system \""Settings-Privacy\"" at any time after opening.（首次）",GGGGG,من اجل توفير خدمة المخصصة افضل واكثر امانأ ،%@ يحتاج الى رخصة IDFA، لا نستعمله لاغراض اخرى. يمكن ايقافها في اعدادات- خوصوصية في اي وقت.,NNNNNNNN
%@ need to access your location to find other users near you,GGGGG,@% يحتاج الى موقعك للعثور على مستخدمين آخرين بالقرب منك,NNNNNNNN
No messages,GGGGG,لا توجد رسالة,NNNNNNNN
No calls,GGGGG,لا اتصال,NNNNNNNN
Nothing,GGGGG,لا شيئ,NNNNNNNN
,GGGGG,لا شيئ,NNNNNNNN
The following list is empty,GGGGG,قائمة المتابعة فارغة,NNNNNNNN
The follower list is empty,GGGGG,قائمة المتابعين فارغة,NNNNNNNN
The blacklist is empty,GGGGG,قائمة المحظورين فارغة,NNNNNNNN
No data,GGGGG,لا توجد بيانات,NNNNNNNN
No results,GGGGG,لا نتيجة,NNNNNNNN
Host doesn't exist,GGGGG,المضيفة غير موجودة,NNNNNNNN
No call history,GGGGG,لا يوجد سجل المكالمات,NNNNNNNN
No Record,GGGGG,لا سجلات,NNNNNNNN
No network,GGGGG,لا يوجد الانترنت,NNNNNNNN
SVIP,GGGGG,SVIP,NNNNNNNN
Restore SVIP,GGGGG,استعادة SVIP,NNNNNNNN
Join & Enjoy benefits! ,GGGGG,إشترك واستمتع بامتيازات,NNNNNNNN
You are not a SVIP user yet,GGGGG,لست عضوSVIP,NNNNNNNN
You are already a SVIP user,GGGGG,انت عضوSVIP,NNNNNNNN
Membership expires on %@,GGGGG,ستنتهي العضوية في  %@,NNNNNNNN
Membership expired,GGGGG,انتهت العضوية,NNNNNNNN
Become SVIP,GGGGG,كن SVIP,NNNNNNNN
Enjoy more privileges,GGGGG,امستمتع بالمزيد من المزايا,NNNNNNNN
Get now,GGGGG,اشحن الآن,NNNNNNNN
Get SVIP,GGGGG,كن SVIP,NNNNNNNN
"You can cancel at least a day before each renewal date on the ""SVIP"" page. The plan will renew automatically until cancelled.",GGGGG,"يمكنك إلغاء التجديد التلقائي في صفحة ""SVIP"" في أي وقت قبل يوم واحد على الأقل من انتهاء الاشتراك الحالي، وإلا سيتم تجديد الاشتراك تلقائيًا.",NNNNNNNN
Auto-Renewal service is now activated. ,GGGGG,تم تشغيل التجديد التلقائي للاشتراك.,NNNNNNNN
Cancel Auto-Renewal ,GGGGG,إلغاء التجديد التلقائي,NNNNNNNN
Confirm cancellation,GGGGG,متأكد من الالغاء,NNNNNNNN
"If you confirm and end your subscription now, you can still access to it until %@/%@/%@",GGGGG,"اذا تتأكد من الغاء الاشتراك الآن،يمكنك الاشتراك من جديد
قبل %@-%@-%@",NNNNNNNN
Not Now,GGGGG,لاحقا,NNNNNNNN
Confirm,GGGGG,متأكد,NNNNNNNN
"We are processing your subscription, please try again later",GGGGG,جاري التحقق من طلب الشراء، يرجى محاولة لاحقا,NNNNNNNN
Automatic Renewal service is not available. Please subscribe again after expiration.,GGGGG,خدمة التجديد التلقائي غير متوفرة. يرجى الاشتراك مرة أخرى بعد انتهاء الصلاحية.,NNNNNNNN
VIP Medal,GGGGG,علامة VIP,NNNNNNNN
Premium Features,GGGGG,مزايا متميّزة,NNNNNNNN
Special Logo,GGGGG,شعار خاص,NNNNNNNN
Unique logo for SVIP,GGGGG,SVIPشعار فريد ل ,NNNNNNNN
Free Messages,GGGGG, رسائل مجانية,NNNNNNNN
Send unlimited messages for free,GGGGG,ارسل رسائل خاصة مجانا,NNNNNNNN
Free Coins,GGGGG,كوينزات مجانية,NNNNNNNN
20 extra bonus coins per day,GGGGG,20كوينز مجانية كل يوم ,NNNNNNNN
Enter Effect,GGGGG,  تأثير الدخول,NNNNNNNN
Special Livestream & Multi-beam enter effect only for SVIP,GGGGG, التأثير الخاص بعضو SVIP عند دخول غرفة البث  او الملتيبيم,NNNNNNNN
Outstanding Comment,GGGGG,تعليق حصري,NNNNNNNN
SVIP comments stand out with unique background in Livestream & Multi-beam,GGGGG," اطار التعليق الحصري بعضو SVIPفي غرفة البث والملتيبيم
英文左右对调",NNNNNNNN
SVIP Gifts,GGGGG,SVIP هدايا ,NNNNNNNN
Unlock Exclusive Gifts with surprising animation effect,GGGGG, SVIP إهداء هدايا حصرية بعضو ,NNNNNNNN
SVIP Bonus,GGGGG,  SVIP مكافآت,NNNNNNNN
Receive coins,GGGGG,استلام كونبز,NNNNNNNN
"Your daily free coins have been added to your account, have fun and enjoy!",GGGGG,تم اضافة كوينزات مجانية اليومية الى حسابك،اذهب واستمتع!,NNNNNNNN
free coins,GGGGG,كوينزات مجانية,NNNNNNNN
/Month,GGGGG,كل سهر,NNNNNNNN
on ,GGGGG, في,NNNNNNNN
Your membership expired. Restore SVIP to have privileges below:,GGGGG,انتهت صلاحية عضوية SVIP، جدّد عضويتك لاستمتاع بمزايا متميزة التالية:,NNNNNNNN
Restore SVIP,GGGGG,جدّد عضويتك,NNNNNNNN
Each private message costs 2 coins. SVIP can send unlimited messages for free.,GGGGG,يرسل رسائل غير محدودة مجانا  SVIP،تدفع على كل رسالة خاصة 2 كوينزو,NNNNNNNN
SVIP,GGGGG,SVIP,NNNNNNNN
Use coins,GGGGG,استخدم الكوينز,NNNNNNNN
Send for free,GGGGG,ارسل مجانا,NNNNNNNN
Exclusive Gifts only for SVIP users. Become SVIP and unlock the gifts!,GGGGG,!لافتح الهدايا SVIP كن ،SVIP الهدايا الحصرية فقط لمستخدمي,NNNNNNNN
Become SVIP,GGGGG,SVIP كن,NNNNNNNN
SVIP description,GGGGG, SVIP وصف ,NNNNNNNN
Get Now,GGGGG,اشحن الآن,NNNNNNNN
Many gorgeous girls are waiting here only for you!,GGGGG, !مضيفات جميلات في اانتظارك,NNNNNNNN
"Please don't spread vulgar, pornographic, abusive content, or any content violating customs, rights or laws. Exposure of personal information is also prohibited. Violators will be muted or banned.",GGGGG,يرجى عدم نشر محتوى مبتذل وإباحي ومسيء وأي محتوى ينتهك العادات والحقوق والقوانين. وايضا يحظر الكشف عن المعلومات الشخصية. سيتم إسكات حساب و حظره,NNNNNNNN
Live,GGGGG,بث,NNNNNNNN
Multi-beam,GGGGG,ملتيبيم,NNNNNNNN
Live now,GGGGG,بث الان,NNNNNNNN
Multi-beam now,GGGGG,ملتيبيم الآن,NNNNNNNN
Top Viewers,GGGGG,مشاهدون,NNNNNNNN
Only show the top 100 viewers,GGGGG, عرض  أفضل 100 داعما فقط,NNNNNNNN
%@ joined the room,GGGGG, دخل الى الغرفة %@,NNNNNNNN
joined the room,GGGGG,دخل الى الغرفة,NNNNNNNN
Congratulations! %@ reached the room quota!,GGGGG,!مبروك! %@ انجزت حصة الغرفة,NNNNNNNN
Say hi to the livestreamer!,GGGGG,قل مرحبا لصاحبة البث,NNNNNNNN
Like her? Send a gift.,GGGGG, !ارسل لها هدية اذا  تعجبك,NNNNNNNN
"Don't miss any precious moment with her!

Don't miss any precious moment with her.",GGGGG,!تابِعها ولا تفوتك لحظاتها المتميزة,NNNNNNNN
Sent,GGGGG,ارسل ,NNNNNNNN
to,GGGGG,الى,NNNNNNNN
Sent a %@ to ,GGGGG,ارسل %@ إلى,NNNNNNNN
Sent to,GGGGG,ارسل ل,NNNNNNNN
sent a gift to,GGGGG,ارسل هدية إلى,NNNNNNNN
Sent %@ by Lucky Box,GGGGG,ارسل %@  بصندوق الحظ,NNNNNNNN
sent a luckybox to %@,GGGGG,ارسل صندوق الحظ الى %@,NNNNNNNN
"First 5 mins for free, then B coins/min",GGGGG,,NNNNNNNN
"First 5 mins for free, then 20 coins/min",GGGGG,  الدقائق الخمس الأولى محانية ومن بعد 20 كوينز لدقيقة,NNNNNNNN
"First 5 mins for free, then %ld coins/min",GGGGG,سعر: خمس الدقائق الاولى مجانية، وبعد ذلك %ld كوينز لكل دقيقة,NNNNNNNN
%ld coins/min after 3 minutes,GGGGG,٪ld كوينز في الدقيقة بعد 3دقائق,NNNNNNNN
Go Private with her and she will be all yours!,GGGGG,كلمها في الخاص  وستكون لك!,NNNNNNNN
Private chat,GGGGG,مكالمة فيديو خاصة,NNNNNNNN
Start the private chat,GGGGG,ابدأ المكالمة الخاصة,NNNNNNNN
She is not available now,GGGGG,انها غير متوفرة لمكالمة خاصة الآن,NNNNNNNN
"She is not available now, please wait her back or support other girls.",GGGGG,انها غير متوفرة الآ، انتظر حتى تعود او ادعم مضيفات أخريات,NNNNNNNN
This host is engaged in a private call. Please come back later.,GGGGG,المضيفة في المكالمة الخاصة الآن،أعيد الاتصال بها لاحقا.,NNNNNNNN
More hosts,GGGGG,مضيفات أكثر,NNNNNNNN
Wait,GGGGG,انتظر!,NNNNNNNN
Mute,GGGGG,كتم الصوت,NNNNNNNN
Unmute,GGGGG,ايغال كتمه,NNNNNNNN
%@ has been muted,GGGGG,%@ تم كتم صوت ,NNNNNNNN
%@ has been muted by admin,GGGGG,تم كتم صوت %@ بمشرفة,NNNNNNNN
host,GGGGG,مضيفة,NNNNNNNN
You've been muted by the host,GGGGG,لقد تم كتم صوتك من قبل المضيفة,NNNNNNNN
The host unmutes you,GGGGG,قامت المضيفة بإلغاء كتم الصوت,NNNNNNNN
Send,GGGGG,أرسل,NNNNNNNN
Choose your unique medal,GGGGG,اختر علامة التعليق,NNNNNNNN
Please click your favorite label as your particular comment effect for Multibeam/Livestream below.,GGGGG,الرجاء النقر فوق التسمية المفضلة لديك كتأثير التعليق الخاص بك على العرض المباشر أو المتنوع  أدناه.,NNNNNNNN
Please select a medal below as your special comment effect. It will show when you comment.,GGGGG,!اختر من علامات الدردشة التالية الخاصة بك،ستظهر مع تعليقك ,NNNNNNNN
You don’t have any medal,GGGGG,ليس لديك أي علامة التعليق,NNNNNNNN
The medal expired,GGGGG,لقد انتهت صلاحية العلامة.,NNNNNNNN
Permanent,GGGGG,دائمة,NNNNNNNN
Viewers,GGGGG,مشاهدون,NNNNNNNN
Coins,GGGGG,مساهمة,NNNNNNNN
Broadcast,GGGGG,إذاعة,NNNNNNNN
Broadcast on,GGGGG,إذاعة مشغلة,NNNNNNNN
Broadcast off,GGGGG,إذاعة مطفأة,NNNNNNNN
Broadcast is ON. You will receive top-placed notification of gifts from other rooms. ,GGGGG,إذاعة الهدايا مشغّلة،سترى اشعار هدايا الغرفة الاخرى على الجانب الاعلى من الشاشة.,NNNNNNNN
Broadcast is OFF. You won't receive top-placed notification of gifts from other rooms. ,GGGGG,إذاعة الهدايا مقفلة،لا ترى اي اشعار هدايا الغرفة الاخرى على شاشتك.,NNNNNNNN
We have received your report and will solve it ASAP.,GGGGG,لقد استلمنا الإبلاغ سنتحقق منه فس اقرب وقت ممكن.,NNNNNNNN
Please describe the report detail (%ld/300),GGGGG,(%ld/300)يرجى وصف الإبلاغ بتفاصيل,NNNNNNNN
Please describe your report reasons,GGGGG,يرجى وصف الابلاغ بتفاصيل,NNNNNNNN
Upload photo (Maximum 4 pics),GGGGG,حمل صور(4 على الاكثر),NNNNNNNN
Official detection,GGGGG,كشف رسمي,NNNNNNNN
Risky content in this room,GGGGG,محتويات خاطر في الغرفة,NNNNNNNN
Chat with everyone,GGGGG,دردش مع كل واحد,NNNNNNNN
"To protect your privacy, screen recording is not allowed during the call/live.",GGGGG,من اجل ضمان خصوصيتكم، لايسمح لأي شخص بتسجيل مقطع فيديو أثناء المكالمة او البث المباشر,NNNNNNNN
Share to friends,GGGGG,شارك مع الأصدقاء,NNNNNNNN
Top fans of blue team,GGGGG,أكبر داعمي الفريق الأزرق,NNNNNNNN
Top fans of red team,GGGGG,أكبر داعمي الفريق الأحمر,NNNNNNNN
waiting for you,GGGGG,انا انتظرك,NNNNNNNN
Help the host win,GGGGG,ساعد المضيفة على الفوز,NNNNNNNN
Opposite,GGGGG,عكس,NNNNNNNN
The host quit and lost this round!,GGGGG,المضيفة غادرت وخسرت الجولة!,NNNNNNNN
"The other host quit. Congrats, your team wins this round!",GGGGG,لقد غادرة المذيعة الأخرى هنيئاً لك، لقد فزت في هذه الجولة.,NNNNNNNN
Draw,GGGGG,مقابل,NNNNNNNN
WIN,GGGGG,无需,NNNNNNNN
LOSE,GGGGG,无需,NNNNNNNN
PUNISHING,GGGGG,عقاب,NNNNNNNN
5 WINS,GGGGG,无需,NNNNNNNN
This round of PK is over. Please wait for the next round.,GGGGG, انتهت هذه الجولة من PK ،انتظر لجولة قادمة,NNNNNNNN
Thank you for your support!,GGGGG,شكرا  على دعمكم!,NNNNNNNN
READY,GGGGG,كن مستعدة,NNNNNNNN
,GGGGG,,NNNNNNNN
,GGGGG,,NNNNNNNN
The host has temporarily turned off the camera.,GGGGG,المضيفة أطفأت الكاميرا مؤقتا,NNNNNNNN
Turn the camera on~,GGGGG,مشاهدون في انتظارك،لا تتركي كاميرا مطفأ لوقت طويل.,NNNNNNNN
The host is offline. Chat with other online hosts.,GGGGG,المضيفة غير متوفرة الآن،استمتع الاوقات مع مضيفات أخريات,NNNNNNNN
Room Income,GGGGG,دخل الغرفة,NNNNNNNN
%@reached the quota!,GGGGG, المضيفة ٪@ وصلت اللحصة المطلوبة في الغرفة,NNNNNNNN
Send gifts,GGGGG,ارسل هدايا,NNNNNNNN
Boss,GGGGG,عرش,NNNNNNNN
Join,GGGGG,انضم,NNNNNNNN
Free,GGGGG,مجاني,NNNNNNNN
/min,GGGGG,كل دقيقة,NNNNNNNN
Please don't do anything inappropriate again.Try again in 5 minutes.,GGGGG,لا تفعل أي شيء غير مناسب وحاول مرة أخرى بعد 5 دقائ,NNNNNNNN
You‘ve been kicked out by the host,GGGGG,المشرفة طردتك من مايك,NNNNNNNN
Insufficient coins! You can stay in boss seat for %ld mins.,GGGGG,رصيدك سينتهي قريبا! يمكنك البقاء في مايك بوس ل%ldدقائق.,NNNNNNNN
"We have a Boss now, please try again later.",GGGGG,.مقعد عرش مأخوذ حاليا،يرجى اعادة المحاولة لاحقا,NNNNNNNN
Be The Boss,GGGGG,خذ مايك بوس ,NNNNNNNN
Click to become boss and party together. ,GGGGG,اضغط هنا لأخذ مايك بوس واستمتع معا,NNNNNNNN
"Take the mic and become the party boss!
You can:",GGGGG,خذ مايك وكن بوس الحفلة! يمكنك:,NNNNNNNN
Play any music/game you like,GGGGG,تشغيل موسيقى او لعب اي لعبة,NNNNNNNN
Stand out with premium display,GGGGG,تتميز بعرضك الفاخر,NNNNNNNN
Chat and enjoy with all hosts,GGGGG,دردشة واستمتاع الاوقات مع الكل,NNNNNNNN
Microphone,GGGGG,مايك,NNNNNNNN
Camera,GGGGG,كاميرا,NNNNNNNN
Cancel,GGGGG,إلغاء,NNNNNNNN
Join ,GGGGG,خذ,NNNNNNNN
JOIN AS BOSS,GGGGG,خذ المايك,NNNNNNNN
Private chat,GGGGG,مكالمة خاصة,NNNNNNNN
Click here to start a private video call.,GGGGG,اضغط هنا لبدء مكالمة الفيديو الخاصة,NNNNNNNN
Gift All,GGGGG,ارسل لكل,NNNNNNNN
"She is not available now, please wait her back or support other girls.",GGGGG,,NNNNNNNN
Private(%lds),GGGGG,٪(ids) خاص,NNNNNNNN
Go Private,GGGGG,ابدأ الخاصة,NNNNNNNN
%ld coins to get 3 minutes Private Video Show for free,GGGGG,ud_%ld كوينز لبدأ ثلاث دقائق من امكالمة خاصة بفيديو مجانا,NNNNNNNN
The user is not in the room,GGGGG,الداعم ليس في الغرفة,NNNNNNNN
Live room has been closed.,GGGGG,.غرفة الملتيبيم مغلوقة,NNNNNNNN
Multi-beam has been closed.,GGGGG,تم اغلاق غرفة الملتيبيم,NNNNNNNN
Host on the way,GGGGG,المضيفة قادمة,NNNNNNNN
Take her,GGGGG,خذها,NNNNNNNN
"First 3 mins = %ld coins, original call price afterwards",GGGGG,سعر:  %ldكوينز ل3 الدقائق الاولى، وبعد ذلك سعر اصلي لكل دقيقة,NNNNNNNN
"First 3 mins = %ld coins, original call price afterwards",GGGGG,سعر:  %ldكوينز ل3 الدقائق الاولى، وبعد ذلك سعر اصلي لكل دقيقة,NNNNNNNN
"First 3 mins for free, then %ld coins/min",GGGGG,مجانا ل3 الدقائق الاولى، وبعد ذلك %ld كوينز لكل دقيقة,NNNNNNNN
Matching successd,GGGGG,تم المطالبقة بنجاح,NNNNNNNN
private chat will start in no time!,GGGGG,ستبدأ الدردشة الخاصة فورا!,NNNNNNNN
"First 3 mins = %ld coins, then %ld coins/min.",GGGGG,سعر: %ld كوينز ل3 الدقائق الاولى، وبعد ذلك %ld كوينز لكل دقيقة,NNNNNNNN
Let's make it private!,GGGGG,خذنى الى برايفب!,NNNNNNNN
Room tools,GGGGG,أداء الغرفة,NNNNNNNN
Mute,GGGGG,ميوت,NNNNNNNN
Flip,GGGGG,قلّب,NNNNNNNN
Camera,GGGGG,كاميرا,NNNNNNNN
All hosts,GGGGG,كل المضيفات,NNNNNNNN
Room Quota,GGGGG,حصة الغرفة,NNNNNNNN
Discription,GGGGG,وصف,NNNNNNNN
Send coins,GGGGG,ارسل قطع نقدية,NNNNNNNN
Viewers,GGGGG,مشاهدون,NNNNNNNN
users,GGGGG,مستخدم,NNNNNNNN
Swipe up and down to switch rooms quickly,GGGGG,مرر للأعلى او الاسفل بتغير الغرف بسرعة,NNNNNNNN
More Events,GGGGG,المزيد,NNNNNNNN
Total %ld medals,GGGGG,عدد العلامات:%ld,NNNNNNNN
medal,GGGGG,علامة,NNNNNNNN
Medals,GGGGG,علامات,NNNNNNNN
Medal list,GGGGG,قائمة العلامات,NNNNNNNN
Permanent,GGGGG,دائمة,NNNNNNNN
"Oops, you don't have any medal for now~",GGGGG,ليس لديك اي علامة الآن,NNNNNNNN
Announcement,GGGGG,الاعلان,NNNNNNNN
"Tell users about your room and invite them to play. For example:
- Room introduction or theme
- Room type: Party/Music/Dance…
- Room game and activities",GGGGG,أخبر المشاهدين عن غرفتك: مثل موضوع الغرفة ، ونوع الغرفة (الحفلات ، والموسيقى ، والرقص) وأنشطة الغرف ودعوهم لاستمتاع معك,NNNNNNNN
"Your announcement contains sensitive words, please revise it.",GGGGG,إعلانك يحتوي على كلمة حساسية غير مسموحة،يلزم تغييرها.,NNNNNNNN
Saved,GGGGG,محفوظ,NNNNNNNN
"Saved, you didn't fill the announcement",GGGGG,الاعلان الافتراضي محفوط,NNNNNNNN
"Glad to have you here, welcome!",GGGGG,مرحبا بك في غرفتي!,NNNNNNNN
This post has been deleted,GGGGG,.لقد تم حذف نشرة,NNNNNNNN
This comment has been deleted,GGGGG,.لقد تم حذف هذا التعليق,NNNNNNNN
Say something,GGGGG,!قل مرحبا,NNNNNNNN
Please enter comment,GGGGG,لا يسمح تعليق فارغ,NNNNNNNN
Each greeting will cost 2 coins. Become SVIP to send messages for free.,GGGGG,!واستمتع بارسال رسائل مجاناSVIPكل رسالة خاصة سوف تكلف 2 كوينز،كن ,NNNNNNNN
Greeting sent,GGGGG,تحية بنجاح,NNNNNNNN
Say hi to her,GGGGG,سلّم عليها,NNNNNNNN
Don’t remind again,GGGGG,لا يظهر مرة أخرى,NNNNNNNN
Just now,GGGGG,قبل قليل,NNNNNNNN
%@ mins ago,GGGGG,قبل %@ دقائق,NNNNNNNN
Today,GGGGG,اليوم,NNNNNNNN
Yesterday,GGGGG,أمس,NNNNNNNN
Delete successfully!,GGGGG, !حذف بنجاح,NNNNNNNN
Failed to delete!,GGGGG,!فشل في الحذف,NNNNNNNN
Report successfully!,GGGGG,!تم إبلاغ بنجاح,NNNNNNNN
"Report error, please try again.",GGGGG,فشل الطلب ، يرجى المحاولة مرة أخرى.,NNNNNNNN
Failed to report!,GGGGG,!فشل في الإبلاغ,NNNNNNNN
View more replies,GGGGG,عرض المزيد,NNNNNNNN
Comments,GGGGG,تعليقات,NNNNNNNN
Reply successfully!,GGGGG,تم الرد بنجاح!,NNNNNNNN
Reply,GGGGG,رد,NNNNNNNN
Comment details,GGGGG,تفاصيل التعليق,NNNNNNNN
"You are on Live now, full screen mode is not available.",GGGGG,.انت في البث الآن، ووضع الشاشة الكاملة غير متاح الآن.,NNNNNNNN
You cannot post when you are on Live.,GGGGG,.لا يمكن النشر عندما  تقومين بالبث.,NNNNNNNN
post,GGGGG,منشور,NNNNNNNN
Unable to load video,GGGGG,فشل تحميل الفيديو,NNNNNNNN
Moments,GGGGG,لحظات,NNNNNNNN
My moments,GGGGG,تعليقي,NNNNNNNN
Say hi~,GGGGG,~قل مرحبا,NNNNNNNN
Greeted,GGGGG,تم تحيتها,NNNNNNNN
Long press the comment to report or delete,GGGGG,اضغط على تعليق باستمرار من اجل إبلاغ او حذف,NNNNNNNN
,GGGGG,لحظات,NNNNNNNN
This post has been deleted.,GGGGG,المنشور محذوف,NNNNNNNN
Release to refresh,GGGGG,حرر للتحديث,NNNNNNNN
Pull down to refresh,GGGGG,اسحب للأسفل لتحديث,NNNNNNNN
Tap or pull up to load more,GGGGG,انقر او حرّر لتحميل الاكثر,NNNNNNNN
Release to load more,GGGGG,حرّر لتحميل الاكثر,NNNNNNNN
No more data,GGGGG,لا مزيد من البيانات,NNNNNNNN
Last update: ,GGGGG,آخر تحديث,NNNNNNNN
Unavailable,GGGGG,غير متوفرة,NNNNNNNN
private chat,GGGGG,مكالمة خاصة,NNNNNNNN
Arabic,GGGGG,عربي,NNNNNNNN
coins,GGGGG,كوينزات,NNNNNNNN
coin,GGGGG,كوينز,NNNNNNNN
ID:%ld Followers:%ld,GGGGG,أيدي:%ldمتابع: %ld,NNNNNNNN
New users only: 1 coin will be returned if they don't win.,GGGGG,فقط لداعمين جدد، سيتم ارجال كوينز واحد اذا لم يفوزا بأية جائزة.,NNNNNNNN
Each user can only bet once. Thank you for joining!,GGGGG,يمكن لكل داعم لعب لمرة واحدة فقط، شكرا لك.,NNNNNNNN
Congratulations %@ got %ld,GGGGG,مبروك!لقد فاز %@ ب %ld,NNNNNNNN
"Sorry, you didn't win a prize. 1 coin will be returned soon. ",GGGGG,عذرا، لم تفز بأية جائزة،سيرجع لك كوينز واحد.,NNNNNNNN
Congratulations! You won %@,GGGGG,مبروك!لقد فاز ب%@,NNNNNNNN
"Sorry, you didn't win a prize. ",GGGGG,للأسف،لم تفز باية جائزة!,NNNNNNNN
Ordinary photos (7 pics limit),GGGGG,صور عادية (بحد اقصى 7 صورا),NNNNNNNN
Attractive photos (7 pics limit),GGGGG,صور جذابة (بحد اقصى 7 صورا),NNNNNNNN
Unlock the secrets to attract more users. Click to discover!,GGGGG,انقر هنا لمعرفة سر جذب داعمين أكثر,NNNNNNNN
New function,GGGGG,وظيفة جديدة,NNNNNNNN
Upload photos to display your charm now!,GGGGG,حمّلي صورك لعرض سحرك!,NNNNNNNN
Profile Guideline,GGGGG,دليل الملف الشخصي,NNNNNNNN
Upload,GGGGG,تحميل,NNNNNNNN
Cover missing! Please upload or your will receive less attention.,GGGGG,صورة الغلاف ناقصة،يرجى تحميل صورة الغلاف للحصول على.  التعّرض الاكثر,NNNNNNNN
